type_of_product,product,price_sar,unit_of_measurement,total_quantity
C4-Car upholstery cleaner,Turtle Wax Power Out Carpet and Mats Cleaner with Brush 18oz T-244,49.95,fl oz,18.0
C4-Car upholstery cleaner,Turtle Wax Power Out Special Fabric-Stain Barrier Upholstery Cleaner and Protector 510g,34.95,g,510.0
C4-Car upholstery cleaner,Mothers Carpet and Upholstery Cleaner 710ml,69.95,ml,710.0
C4-Car upholstery cleaner,Armor All 3-In-1 Power Foam Fresh Removable Brush FX Carpet and Upholstery Cleaner 22oz,49.95,fl oz,22.0
C4-Car upholstery cleaner,Meguiar's Gold Class Premium Quik High Gloss Car Detailer Cleaner Spray 709ml G7624,79.95,ml,709.0
C4-Car upholstery cleaner,ArmorAll Carpet and Upholstery Cleaner 22oz,44.95,fl oz,22.0
C4-Car leather cleaner,"Armor All Leather Protectant 16oz, Multi Colour, Leather Care, 78175, 473 ml",47.9,fl oz,16.0
C4-Car leather cleaner,CHEMICAL GUYS Leather Cleaner Colorless And Odorless Super Cleaner 473 ML (SPI_208_16),99.0,ml,473.0
C4-Car leather cleaner,"Meguiar's G18616 Gold Class Leather Conditioner, 16 Fluid Ounces , White",87.0,fl oz,16.0
C4-Car leather cleaner,Armor All Leather Care Gel 532 ml 9963,83.7,ml,532.0
C4-Car leather cleaner,"Meguiar's G201316EU Ultimate Leather Detailer 473 ml cleans, restores & protects leather",86.8,ml,473.0
C4-Car leather cleaner,"PARKER & BAILEY LEATHER CLEANER & CONDITIONER – Restores & Conditions Leather, Cleaner For Upholstery or Car Interior, Car Leather Seat Cleaner, Faux Leather, Furniture, Handbags, Shoes & More 12oz",39.95,fl oz,12.0
C4-Car leather cleaner,"Turtle Wax 53787 Hybrid Solutions Ceramic Graphene Inside Job, Interior All Purpose Car Cleaner and Protectant, Odor Eliminator, Works on Leather, Vinyl, Plastic, Rubber and More, 16 fl oz",89.07,fl oz,16.0
C4-Car leather cleaner,Weiman Leather Cleaner & Conditioner Spray,47.9,ml,355.0
C4-Car leather cleaner,SONAX LEATHER CARE (500 ml) - Gently cleans and maintains all types of smooth leather. Water-repellent. Restores colours. | Item-No. 02912000-544,69.72,ml,500.0
C4-Car leather cleaner,AGCCAR Car Leather Cleaner Car Clean and Shine Bullsone 300 ML,22.99,ml,300.0
C4-Car leather cleaner,"Chemical Guys SPI_401_16 Vintage Series Leather Conditioner for Leather Car Interiors, Seats, Boots, Bags and More (Works on Natural, Synthetic, Pleather, Faux Leather and More), 16 fl oz",192.25,fl oz,16.0
C4-Car leather cleaner,Weiman UV-Resistant 3-In-1 Leather Cleaner and Conditioner Spray 355ml,55.95,ml,355.0
C4-Car leather cleaner,Mr. Leather Cleaner and Conditioner 240ml,34.95,ml,240.0
C4-Car leather cleaner,Mr. Leather Cleaner and Conditioner 473ml,39.95,ml,473.0
C4-Car leather cleaner,Mr. McKenic pH Balanced Car Leather Shine 500ml AM3321-P500SP,49.95,ml,500.0
C4-Car leather cleaner,Turtle Wax Quick and Easy Luxe Leather Cleaner and Conditioner 473ml,44.95,ml,473.0
C4-Car leather cleaner,Rejuvenate Easy to Use Instant Leather and Vinyl Cleaner Spray 710ml,49.95,ml,710.0
C4-Car leather conditioner,"Armor All Leather Protectant 16oz, Multi Colour, Leather Care, 78175, 473 ml",47.9,fl oz,16.0
C4-Car leather conditioner,"Meguiar's G18616 Gold Class Leather Conditioner, 16 Fluid Ounces , White",87.0,fl oz,16.0
C4-Car leather conditioner,Armor All Leather Care Gel 532 ml 9963,83.7,ml,532.0
C4-Car leather conditioner,"PARKER & BAILEY LEATHER CLEANER & CONDITIONER – Restores & Conditions Leather, Cleaner For Upholstery or Car Interior, Car Leather Seat Cleaner, Faux Leather, Furniture, Handbags, Shoes & More 12oz",39.95,fl oz,12.0
C4-Car leather conditioner,"Chemical Guys SPI_401_16 Vintage Series Leather Conditioner for Leather Car Interiors, Seats, Boots, Bags and More (Works on Natural, Synthetic, Pleather, Faux Leather and More), 16 fl oz",192.25,fl oz,16.0
C4-Car leather conditioner,SONAX LEATHER CARE (500 ml) - Gently cleans and maintains all types of smooth leather. Water-repellent. Restores colours. | Item-No. 02912000-544,69.72,ml,500.0
C4-Car leather conditioner,"Meguiar's G201316EU Ultimate Leather Detailer 473 ml cleans, restores & protects leather",86.8,ml,473.0
C4-Car leather conditioner,"Leather CPR Cleaner & Conditioner 18oz - Cleans, Conditions, Restores & Protects Leather Furniture, Handbags, Car Seats, Interior, Jackets, Boots, Purses, Shoes, Couch, Saddles, Tack & More",169.0,fl oz,18.0
C4-Car leather conditioner,"Leather Balsam 200ml plus 2 x Application Sponges - Natural Conditioner and Restorer. Suitable For All Smooth and Semi-Aniline Leather Sofas, Shoes, Bags, Car Seats, Saddlery etc.",135.89,ml,200.0
C4-Car leather conditioner,Weiman Leather Cleaner & Conditioner Spray,47.9,ml,355.0
C4-Car leather conditioner,Weiman UV-Resistant 3-In-1 Leather Cleaner and Conditioner Spray 355ml,55.95,ml,355.0
C4-Car leather conditioner,Mr. Leather Cleaner and Conditioner 240ml,34.95,ml,240.0
C4-Car leather conditioner,Rejuvenate Re-Hydrates and Restores Luster Leather and Vinyl Conditioner 473ml RJ16CD,75.95,ml,473.0
C4-Car leather conditioner,Mr. Leather Cleaner and Conditioner 473ml,39.95,ml,473.0
C4-Car leather conditioner,Mothers VLR Cleaner and Conditioner 710ml,47.95,ml,710.0
C4-Car leather conditioner,Turtle Wax Quick and Easy Luxe Leather Cleaner and Conditioner 473ml,44.95,ml,473.0
C4-Car dashboard and plastic protectant,"Chemical Guys TVD_109_16 Silk Shine Spray-able Dry-To-The-Touch Dressing and Protectant for Tires, Trim, Vinyl, Plastic and More, Safe for Cars, Trucks, Motorcycles, RVs & More, 16 fl oz",76.51,fl oz,16.0
C4-Car dashboard and plastic protectant,"Meguiar's ultimate car protectant, 15.2 oz",129.0,fl oz,15.2
C4-Car dashboard and plastic protectant,"ARMORALL OUTLAST Trim & Plastic Restorer 236 ml ارمورال اوتلاست ملمع و مجدد بلاستيك خارجى تدوم طويله, 17451",58.95,ml,236.0
C4-Car dashboard and plastic protectant,"295ML Shine & Protectant - High Gloss & Unscreen Formulation, Restores Luster & Deep Gloss Shine For Leather/Vinyl/Rubber/Plastic - SFW-137",46.99,ml,295.0
C4-Car dashboard and plastic protectant,"Turtle Wax 53787 Hybrid Solutions Ceramic Graphene Inside Job, Interior All Purpose Car Cleaner and Protectant, Odor Eliminator, Works on Leather, Vinyl, Plastic, Rubber and More, 16 fl oz",89.07,fl oz,16.0
C4-Car dashboard and plastic protectant,"HONPOLO Car Plastic Restore Agent - 30ml Interior & Exterior Plastic Restoration Solution - Formula for Dashboard, Console, & Trim - Includes Sponge - Cleans, Conditions, Shines - UV Protection",29.99,ml,30.0
C4-Car dashboard and plastic protectant,SONAX TRIM PROTECTANT GLOSSY (300 ml),58.0,ml,300.0
C4-Car dashboard and plastic protectant,Meguiars Natural Shine Protectant - 473 ml,122.0,ml,473.0
C4-Car dashboard and plastic protectant,"Chemical Guys TVD_107_16 VRP Vinyl, Rubber and Plastic Non-Greasy Dry-to-the-Touch Long Lasting Super Shine Dressing for Tires, Trim and More, Safe for Cars, Trucks, SUVs, RVs & More, 16 fl oz",129.0,fl oz,16.0
C4-Car dashboard and plastic protectant,"Turtle Wax 53482 Hybrid Solutions Streak Free Misting Car Interior Detailer and Cleaner, for Dashboards and Consoles, Use on Plastic, Vinyl, Leather, Rubber, Screens and Glass, UV Protection, 20 oz",70.0,fl oz,20.0
C4-Car dashboard and plastic protectant,3M Car Dashboard Dresser (500 ml) | Restore Gloss on Dashboard and other plastic parts | Protection from UV rays & fading,112.4,ml,500.0
C4-Car dashboard and plastic protectant,ArmorAll Original Protectant 473ml,54.95,ml,473.0
C4-Car dashboard and plastic protectant,ArmorAll Original Protectant 828ml,89.95,ml,828.0
C4-Car dashboard and plastic protectant,Formula1 High Performance Protectant 295ml,21.95,ml,295.0
C4-Car dashboard and plastic protectant,Formula1 New Car Scent High Performance Protectant 315ml,24.95,ml,315.0
C4-Car dashboard and plastic protectant,Formula1 Citrus Scent High Performance Protectant 315ml,24.95,ml,315.0
C4-Car dashboard and plastic protectant,ArmorAll Original Protectant 236ml,24.95,ml,236.0
C4-Car surface disinfectant,"Dettol Antibacterial All in One Disinfectant Spray for use on Sofa, Car Seats, Kitchen Surfaces etc. (Kills 99.9% of Bacteria & Viruses), 450ml, Pack of 3",124.99,ml,450.0
C4-Car surface disinfectant wet rags,ARW Car Cleaning and Polishing Wet Wipes with Lavender Scent Alcohol Free 3x60 (180 Wipes),19.95,units,180.0
C4-Car surface disinfectant wet rags,"Armor All Disinfectant Wipes , Disinfecting Car Cleaning Wipes, 50 Count Each, Pack of 2",54.53,units,100.0
C4-Car surface disinfectant wet rags,"Armor All Car Disinfectant Wipes, Car Cleaning Wipes for Cars, Trucks, Motorcycles, 30 Wipes Each, 3 Pack",171.21,units,90.0
C4-Car surface disinfectant wet rags,Armor All 10831 Orange Cleaning Wipe - 25 Sheets,48.1,units,25.0
C4-Car air freshener,"Air Wick Vent Clip New Car, 2.5 Ml",29.95,ml,2.5
C4-Car air freshener,"Lor'x Air Freshener 500 ml, Signature",16.03,ml,500.0
C4-Car air freshener,"Meguiar's G181302 Whole Car Air Re-Fresher Odor Eliminator Mist, Black Chrome Scent, 2 Oz",104.77,fl oz,2.0
C4-Car air freshener,"Air Wick Car Freshener, Mediterranean Sun Scent, 2.5ml",21.0,ml,2.5
C4-Car air freshener,Little Trees Summer Linen Vent Liquid Air Freshener 0.10fl oz.,24.95,fl oz,0.1
C4-Car air freshener,Little Trees Caribbean Colada Vent Liquid Air Freshener 0.10fl oz.,24.95,fl oz,0.1
C4-Car air freshener,Klima Fresh Car Air Freshener 75ml,49.95,ml,75.0
C4-Car air freshener,Bullsone 2-Piece Vogue Café Mocha Car Air Freshener 130g,29.95,g,130.0
C4-Car air freshener,Bullsone 2-Piece Vogue Lemongrass Car Air Freshener 130g,29.95,g,130.0
C4-Car air freshener,Bliss Air Scents New Car Scented Deluxe Glass Oil Diffuser Multicolor 5ml BL5237,15.95,ml,5.0
C4-Car odor eliminator,"Herios Car Air Refresher, Car AC Cleaner, Odor Eliminator with New Car Scent, 250ml",24.99,ml,250.0
C4-Car odor eliminator,"Meguiar's G181302 Whole Car Air Re-Fresher Odor Eliminator Mist, Black Chrome Scent, 2 Oz",104.77,fl oz,2.0
C4-Car odor eliminator,"Meguiar’s Air Re-Fresher Odor Fighting Spray - New Car Scent - Convenient Car Air Freshener that Instantly Fights Odors and Leaves Behind a Long-Lasting New Car Scent, 8 Oz Trigger Spray",82.86,fl oz,8.0
C4-Car odor eliminator,CHEMICAL GUYS Leather Scent Air Freshener And Odor Eliminator 473 ML (AIR_102_16),73.75,ml,473.0
C4-Car odor eliminator,CHEMICAL GUYS New Car Scent Air Freshener And Odor Eliminator 473 ML (AIR_101_16),141.54,ml,473.0
C4-Car odor eliminator,"Ozium 8 Oz. Air Sanitizer & Odor Eliminator for Homes, Cars, Offices and More, Original Scent, Pack of 2",137.0,fl oz,8.0
C4-Car odor eliminator,"SMELLS BEGONE Air Freshener Odor Absorber Gel - Absorbs Odor from Bathrooms, Cars, Pet Areas, Boats and RVs - Made with Essential Oils - Soothing Breeze Scent - 15 Ounce",36.95,fl oz,15.0
C4-Car odor eliminator,"Zero Odor - Multi-Purpose Strong Odor Eliminator for Home, Office, Car, Bathroom, Hotel, Room Deodorizer, and Odor Neutralizer, 16oz",143.0,fl oz,16.0
C4-Car odor eliminator,"Smart Clean Bagy Odor Eliminator Spray - 400ml, Instant Freshness for Home, Car, Pets, Smoke & Kitchen - Powerful Long-Lasting Deodorizer for Indoor & Outdoor Use",32.95,ml,400.0
C4-Car odor eliminator,Paradise Platinum Series White Musk Odor Eliminating Air Freshener Spray 30ml,16.95,ml,30.0
C4-Car odor eliminator,Armor All Smoke Freshness X Lovely Citrus Scent Midnight Air Rapid Odor Eliminator 2oz,39.95,fl oz,2.0
C4-Car odor eliminator,Odor Stop MaxPro New Car Scent Odor Eliminator 1.4oz ZAR OSOMDCAR6-6366,19.95,fl oz,1.4
C4-Car odor eliminator,Odor Stop Vanilla Scent Odor Eliminator 1.4oz,19.95,fl oz,1.4
C4-Car odor eliminator,Ma-Fra H0106 Odor Back Out Car Air Conditioner Sanitizer 150ml,56.95,ml,150.0
C4-Car odor eliminator,Turtle Wax Aerosol Fresh Blast Odor Eliminator 3oz,69.95,fl oz,3.0
C5-Car gum remover,"Goo Gone 2087 Remover Citrus, Yellow, 237 ml",29.95,ml,237.0
C5-Car gum remover,Goo Gone Original Liquid - 8 Ounce and Sticker Lifter - Surface Safe Adhesive Remover Safely Removes Stickers Labels Decals Residue Tape Chewing Gum Grease Tar Crayon Glue,121.0,fl oz,8.0
C5-Car gum remover,Deca Flash By Mafra: 250 ml Spray Removes Asphalt Effects And Glue And Adhesives And Safe On All Surfaces,36.95,ml,250.0
C5-Car gum remover,"Goo Gone Pro Power Adhesive Remover - 8 Ounce - Use on Silicone, Caulk, Contractor's Adhesive, Tar, Adhesive, Grease, Gum, Decals",99.0,fl oz,8.0
C5-Car gum remover,"JDLYEVER Adhesive Remover - 50ml, Multi-Functional Adhesive Cleaner for Automotive & Home Use, Effective Sticker Residue & Glue Stain Removal, Essential for Surface Restoration, Non-Damaging Formula",32.26,ml,50.0
C5-Car water spot remover,"Boat Bling Hot Sauce Premium Hard Water Spot Remover w/High-Gloss Wax Sealants, 32 oz.",147.48,fl oz,32.0
C5-Car water spot remover,GYEON quartz Cloth Water Spot 500ml - Premium Hard Water Spot Remover - Best Hard Water Stain Remover - Avoid Water Spots on Your Paint and Glass - Designed for Use with Ceramic Coatings,173.0,ml,500.0
C5-Car water spot remover,"Jopasu Lime Scale Remover 500ml | Hard Water Spot & Stain Remover for Car Paint, Chrome, Glass, Vinyl | Limescale Cleaner for Automotive & Household Surfaces",117.28,ml,500.0
C5-Car water spot remover,Adam's Polishes Water Spot Remover 16oz,206.0,fl oz,16.0
C5-Car water spot remover,Meguiar's M180232 Extreme Marine Water Spot Detailer - 32 oz.,209.84,fl oz,32.0
C5-Car water spot remover,"Gtechniq - W9 Water Spot Remover - Dissolves and Removes Salts, Traps Metal Ions, and Removes Silica Scale; Works Well on Glass; Concentrated Formula; Coating Safe (250 milliliters)",200.41,ml,250.0
C5-Car water spot remover,MOTHERS 06712 California Gold Water Spot Remover for Glass - 12 oz.,212.74,fl oz,12.0
C5-Car water spot remover,BadBoys Water Spot Remover Gel 150Ml,69.0,ml,150.0
C5-Car bug and poop remover,Armor All Extreme Bug & Tar Remover (16 fluid ounces),69.9,fl oz,16.0
C5-Car bug and poop remover,"Carfidant Bug Remover for Cars Exterior - Car Bug Cleaner Spray with Ceramic Coating - Removes Bug Splatter & Bird Poop - Safe on Paint, Glass, Plastic, Metal - Windshield Pre Wash - 18 fl oz + Sponge",154.81,fl oz,18.0
C5-Car bug and poop remover,"Turtle Wax Bug & Tar Removal 500ml - Remove Bugs, Tar, Bird droppings and Tree sap",47.0,ml,500.0
C5-Car bug and poop remover,"Carfidant Bug Remover for Cars Exterior with Ceramic Coating - Easily and Safely Clean Bug Splatter, Bird Poop from Paint, Plastic, Rubber, Metal, Chrome, Glass - 128oz",296.5,fl oz,128.0
C5-Car bug and poop remover,"Evo Dyne Bug and Tar Stain Remover for Cars (32 fl oz), Made in USA | Removes Tar, Droppings, Guts, Dirt, Grease, Tree Sap, & Bird Feces – Excellent Sap Remover for Car & Automobiles",194.0,fl oz,32.0
C5-Car bug and poop remover,"32 oz Bird Poop Remover for Cars, Trucks, Motorcycles, and Outdoor Vehicles - Powerful Stain Remover Safe on Paint, Eco-Friendly Formula for Easy Cleaning and Protection - Made in the USA",234.2,fl oz,32.0
C5-Car bug and poop remover,"CAR CARE HAVEN Remover X - Tar, Goo, Road Grime, Bird Poop, Cleaner for Vehicles - Windshields, Mirrors, Grills & Hood-Dirt Removal Spray for Cars, Motorcycle, Boat (128 oz - Concentrate)",148.04,fl oz,128.0
C5-Car bug and poop remover,"Poop-Off Bird Poop Remover Sprayer, 32 oz",292.0,fl oz,32.0
C6-Car engine degreaser,"Stp Heavy Duty Engine Degreaser, 500 Ml, GST73500ENP",27.44,ml,500.0
C6-Car engine degreaser,FLAMINGO CARCARE TECH engine degreaser,14.99,ml,650.0
C6-Car engine degreaser,"FLAMINGO CARCARE TECH ENGINE DEGREASER, ENGINE CARE, ENGINE CLEANER, ENGINE FOAM, F008, 650ML, منظف محرك, غسيل محرك, ملمع محرك",18.46,ml,650.0
C6-Car engine degreaser,"Chemical Guys CLD_201_16 Signature Series Orange Degreaser, Multipurpose Power, Safe for Cars, Trucks, SUVs, Motorcycles, RVs & More, 16 fl oz",73.0,fl oz,16.0
C6-Car engine degreaser,"Cetris Multi Purpose Cleaner Spray – Super Strength Degreaser (1 Liter) – Heavy Duty Cleaning Spray for Kitchen, Oven, Bathroom, Carpet, Car Engine, Tires & More.",20.25,L,1.0
C6-Car engine degreaser,Gunk FEB1 Foamy Engine Brite Engine Cleaner - 17oz.,39.95,fl oz,17.0
C6-Car engine degreaser,"FLAMINGO CARCARE TECH Engine Degreaser Cleaner Without Foam, Polish, F009,500ml",13.99,ml,500.0
C6-Car engine degreaser,"425g -GUNK Engine Degreaser- Original, Remove Grease & Oil from Engine",54.99,g,425.0
C6-Car engine degreaser,Turtle Wax | MAX POWER ENGINE DEGREASER | 53671 | 5L,128.0,L,5.0
C6-Car engine degreaser,Gunk Instant Parts Cleaner and Degreaser 14 oz,27.75,fl oz,14.0
C6-Car engine degreaser,"SONAX ENGINE COLD CLEANER, silver 500 ML, 543200",61.56,ml,500.0
C6-Car engine degreaser,Strongly Dissolving Powerful Cleaning Premium Car Veslee Engine Degreaser Engine Cleaner 650Ml 1 Pcs,55.99,ml,650.0
C6-Car engine degreaser,Gunk EBGEL Engine Brite Gel HD Engine Degreaser - 15 oz.,47.45,fl oz,15.0
C6-Car engine degreaser,"SOLVAR Engine Cleaner 600ml – Heavy Duty Multipurpose Automotive Degreaser Spray, Industrial Strength Fast Action Formula for Car, Truck, Motorcycle & Equipment Maintenance",60.0,ml,600.0
C6-Car engine degreaser,"Multi-Purpose Engine Cleaner 600ml – Heavy Duty Degreaser for Car Engines, Motorcycles, Tools, and Machinery – Fast Acting, Low Residue, Industrial Strength",64.99,ml,600.0
C6-Car engine degreaser,Gunk Engine Cleaner and Degreaser 32fl oz.,49.95,fl oz,32.0
C6-Car engine degreaser,Gunk Engine Degreaser 15oz,49.95,fl oz,15.0
C6-Car engine degreaser,Gunk Foamy Engine Brite Cleaner 17oz,41.95,fl oz,17.0
C6-Car engine degreaser,Gunk Original Engine Degreaser 15oz,38.95,fl oz,15.0
C7-Microfiber for vehicle cleaning,"ShowTop Car Drying Towel, Free Microfiber Cleaning Cloth,Premium Professional Soft Microfiber,Super Absorbent Detailing ,40x30cm -3 Pack , Assorted Colors",11.85,units,3.0
C7-Microfiber for vehicle cleaning,"SHOWAY 3 Pieces Microfiber Car Drying Towel for Car Cleaning and Detailing, Double Sided, Extra Thick Plush Towel Lint Super Absorbent Detailing, Windows/Screen/Kitchen, Assorted Color",10.5,units,3.0
C7-Microfiber for vehicle cleaning,Coralblue-Car Towel Microfiber Cleaning Cloth Pack of 4 with Washing Sponge Multipurpose Car Towels or Microfiber Drying Towel for Washing Drying Dusting and Cleaning (40 x 40 cm),32.88,units,4.0
C7-Microfiber for vehicle cleaning,"HPUNDY Microfiber Cleaning Cloth for Car,800GSM Thick Micro Fiber Towel Dish Cloths Cleaning Rags for Washing Dishes 12"" x 16"",Car Glass Drying Towels Detailing(3Pack)",14.99,units,3.0
C7-Microfiber for vehicle cleaning,"Microfiber Towels for Cars,4Pcs Car Microfiber Towel, Car Microfiber Cleaning Cloth, Double Sided Coral Fleece Cleaning Towels, Plush Microfiber Towel Super Absorbent Detailing Towel for Car, Windows",17.99,units,4.0
C7-Microfiber for vehicle cleaning,"Microfiber Super Absorbent Car Wash Microfiber Towel, Coral Velvet Double Sided Microfiber Car Cleaning Drying Cloth (30 * 30cm) - Pack of 3",19.97,units,3.0
C7-Microfiber for vehicle cleaning,"ECVV 3 Pieces Microfiber Car Drying Towel for Car Cleaning and Detailing, Double Sided, Extra Thick Plush Towel Lint Super Absorbent Detailing, Windows/Screen/Kitchen, Assorted Color",10.73,units,3.0
C7-Microfiber for vehicle cleaning,"SKY-TOUCH 3pcs Microfiber Car Drying Towel for Car Cleaning and Detailing, Extra Thick Plush Lint Super Absorbent Detailing Towel,Windows,Screen and Kitchen",10.8,units,3.0
C7-Microfiber for vehicle cleaning,"4PCS Microfiber Cleaning Cloth for Kitchen,Towel Cloth for Car Cleaning and Detailing Kitchen",19.98,units,4.0
C7-Microfiber for vehicle cleaning,"SHOWAY 3 Pieces Microfiber Car Drying Towel for Car Cleaning and Detailing, Double Sided, Extra Thick Plush Towel Lint Super Absorbent Detailing, Windows/Screen/Kitchen, Assorted Color",10.5,units,3.0
C7-Microfiber for vehicle cleaning,"MOTRK Microfiber Detailing Towels, Wash Car coral fleece Care Towel, Extra Thick Microfiber Towels, Dual-Sided, Super Absorbent, Car Washing Polishing, Car Detailing Cloth, 40x40cm, 4Pack (Grey)",39.0,units,4.0
C7-Microfiber for vehicle cleaning,"IDMANA Car Drying Towel, Free Microfiber Cleaning Cloth,Premium Professional Soft Microfiber,Super Absorbent Detailing for Car/Windows/Screen/Kitchen,40x30cm 3Pack",13.99,units,3.0
C7-Microfiber for vehicle cleaning,"ShineXPro Microfiber Car Cleaning Cloth - OG Soft 500 GSM Extra Large (35x75 CM) Microfiber Cloth for Car and Bike - Suede Edging for Scratchless Drying and Detailing (Pack of 2, Grey)",92.11,units,2.0
