Quotation date,Customer name,Channel (B2B or B2C),product_code,Odoo sales order,WAYAKIT Product name,Generic product type,Subindustry,Industry,Volume (L),Cost per unit (SAR),Predicted model price per unit (SAR),Predicted price per mL,Prediction message,Prediction case,Quoted quantity,quoted_price,Total quoted price (SAR),Quoted unit profit (SAR),Quoted margin (%),Price per liter,Total volume [L],Total profit,Absolute price difference (Quoted-Predicted),Percentage price difference (quoted/predicted),Notes about prediction vs quoted,"Accepted quoted price by client (Yes, No, Pending)",Confirmed order,Invoice date,Sold quantity,Sold price per unit (SAR),Total sold price (SAR),Sold unit profit (SAR),Sold margin (%),Absolute price difference (Sold-Predicted),Percentage price difference (sold/predicted),suggested_price,percentage_difference,Luisa_Javier_Prediction_Note
3/8/2025,Maison De Joelle,B2B,FP-SPA-01100,,WAYAKIT GreenTech Spas and Salons Broad-spectrum disinfectant for spas and salons equipment [700 mL],Disinfectant and cleaner,Spas and salons,Facilities management,0.7, SAR 4.64 , SAR 16.19 , SAR 0.023 ,"Price based on median generic product type - B2B: 0.0231 SAR/ml = 16.19 SAR, B2C: 0.0624 SAR/ml = 43.68 SAR. Price viable with 248.8% profit margin",3,5.0,27.89, SAR 139.45 , SAR 23.25 ,83%, SAR 39.84 , 3.5 , SAR 116.25 , SAR 11.70 ,72%,Wrong prediction,Pending,,,,,  ,  ,,  ,,22.62,0.23297966401414674,Well prediction
3/8/2025,Maison De Joelle,B2B,FP-HOT-04901,,WAYAKIT GreenTech Hotels Leather cleaner [4 L],Leather and vinyl cleaner,Hotels,Horeca,4.0, SAR 15.16 , SAR 427.97 , SAR 0.107 ,Estimated price based on subindustry difference - products of Hotels are 0.0% cheaper than Home. Price viable with 2723.0% profit margin,2,5.0,57.25, SAR 286.25 , SAR 42.09 ,74%, SAR 14.31 , 20.0 , SAR 210.45 , SAR (370.72),-87%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.030482641828958462,Well prediction
3/8/2025,Maison De Joelle,B2B,FP-SPA-01200,,WAYAKIT GreenTech Spas and Salons Surface disinfectant wet rags for spas and salons equipment [Pack of 20 wet rags],Cleaning wet wipes,Spas and salons,Facilities management,0.0, SAR 9.01 , SAR 11.71 , SAR -   ,Price based on median generic product type - B2C: 0.1977 SAR/ml = 3.95 SAR. Low predicted price. Using minimum viable price with 30% profit margin.,3,5.0,37.81, SAR 189.05 , SAR 28.80 ,76%, SAR -   , -   , SAR 144.00 , SAR 26.10 ,223%,Wrong prediction,Pending,,,,,  ,  ,,  ,,,,No information for prediction
5/28/2025,White Space,B2B,FP-FMN-02101,S00863,WAYAKIT GreenTech Facilities Management Air freshener [4 L],Air freshener,Facilities management,Facilities management,4.0, SAR 19.60 , SAR 146.67 , SAR 0.037 ,Price based on direct competition - Price viable with 648.3% profit margin,1,20.0,198.25," SAR 3,965.00 ", SAR 178.65 ,90%, SAR 49.56 , 80.0 ," SAR 3,573.00 ", SAR 51.58 ,35%,Well prediction,Yes,Yes,5/28/2025,20.0, SAR 198.25 ," SAR 3,965.00 ", SAR 178.65 ,90%, SAR 51.58 ,35%,214.95,-0.07769248662479641,Wrong prediction
3/5/2025,White Space,B2B,FP-FMN-00601,S00770,WAYAKIT GreenTech Facilities Management High performance carpet shampoo [4 L],Carpet shampoo,Facilities management,Facilities management,4.0, SAR 37.63 , SAR 133.68 , SAR 0.033 ,Price based on direct competition - Price viable with 255.2% profit margin,1,25.0,63.13," SAR 1,578.25 ", SAR 25.50 ,40%, SAR 15.78 , 100.0 , SAR 637.45 , SAR (70.55),-53%,Wrong prediction,Yes,Yes,3/5/2025,25.0, SAR 63.13 ," SAR 1,578.25 ", SAR 25.50 ,40%, SAR (70.55),-53%,63.14,-0.00015837820715866344,Well prediction
3/5/2025,White Space,B2B,FP-FMN-02101,S00770,WAYAKIT GreenTech Facilities Management Air freshener [4 L],Air freshener,Facilities management,Facilities management,4.0, SAR 19.60 , SAR 146.67 , SAR 0.037 ,Price based on direct competition - Price viable with 648.3% profit margin,1,25.0,198.25," SAR 4,956.25 ", SAR 178.65 ,90%, SAR 49.56 , 100.0 ," SAR 4,466.25 ", SAR 51.58 ,35%,Well prediction,Yes,Yes,3/5/2025,25.0, SAR 198.25 ," SAR 4,956.25 ", SAR 178.65 ,90%, SAR 51.58 ,35%,214.95,-0.07769248662479641,Wrong prediction
1/7/2025,White Space,B2B,FP-FMN-00201,S00709,WAYAKIT GreenTech Facilities Management Wood furniture cleaner [4 L],Furniture polish,Facilities management,Facilities management,4.0, SAR 54.29 , SAR 138.23 , SAR 0.035 ,Price based on direct competition - Price viable with 154.6% profit margin,1,4.0,51.43, SAR 205.72 , SAR (2.86),-6%, SAR 12.86 , 16.0 , SAR (11.46), SAR (86.80),-63%,Wrong prediction,Yes,Yes,1/7/2025,4.0, SAR 51.43 , SAR 205.72 , SAR (2.86),-6%, SAR (86.80),-63%,50.46,0.01922314704716605,Well prediction
1/7/2025,White Space,B2B,FP-FMN-01601,S00709,WAYAKIT GreenTech Facilities Management Streak-free glass cleaner for large window areas [4 L],Glass cleaner,Facilities management,Facilities management,4.0, SAR 16.68 , SAR 68.80 , SAR 0.017 ,Price based on direct competition - Price viable with 312.5% profit margin,1,4.0,56.0, SAR 224.00 , SAR 39.32 ,70%, SAR 14.00 , 16.0 , SAR 157.28 , SAR (12.80),-19%,Wrong prediction,Yes,Yes,1/7/2025,4.0, SAR 56.00 , SAR 224.00 , SAR 39.32 ,70%, SAR (12.80),-19%,55.65,0.006289308176100654,Well prediction
1/7/2025,White Space,B2B,FP-FMN-01001,S00709,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,3.0,43.47, SAR 130.41 , SAR 28.31 ,65%, SAR 10.87 , 12.0 , SAR 84.93 , SAR (11.73),-21%,Wrong prediction,Yes,Yes,1/7/2025,3.0, SAR 43.47 , SAR 130.41 , SAR 28.31 ,65%, SAR (11.73),-21%,57.42,-0.2429467084639499,Wrong prediction
1/7/2025,White Space,B2B,FP-FMN-02101,S00709,WAYAKIT GreenTech Facilities Management Air freshener [4 L],Air freshener,Facilities management,Facilities management,4.0, SAR 19.60 , SAR 146.67 , SAR 0.037 ,Price based on direct competition - Price viable with 648.3% profit margin,1,2.0,198.25, SAR 396.50 , SAR 178.65 ,90%, SAR 49.56 , 8.0 , SAR 357.30 , SAR 51.58 ,35%,Well prediction,Yes,Yes,1/7/2025,2.0, SAR 198.25 , SAR 396.50 , SAR 178.65 ,90%, SAR 51.58 ,35%,214.95,-0.07769248662479641,Wrong prediction
1/7/2025,White Space,B2B,FP-FMN-00401,S00709,WAYAKIT GreenTech Facilities Management Hard floor polish [4 L],Floor polish,Facilities management,Facilities management,4.0, SAR 54.29 , SAR 328.04 , SAR 0.082 ,"Price based on median generic product type - B2B: 0.0820 SAR/ml = 328.04 SAR, B2C: 0.1152 SAR/ml = 460.72 SAR. Price viable with 504.2% profit margin",3,3.0,88.57, SAR 265.71 , SAR 34.28 ,39%, SAR 22.14 , 12.0 , SAR 102.83 , SAR (239.47),-73%,Wrong prediction,Yes,Yes,1/7/2025,3.0, SAR 88.57 , SAR 265.71 , SAR 34.28 ,39%, SAR (239.47),-73%,100.01,-0.11438856114388572,Wrong prediction
1/7/2025,White Space,B2B,FP-FMN-01701,S00709,WAYAKIT GreenTech Facilities Management Degreaser for food service areas [4 L],Degreaser,Facilities management,Facilities management,4.0, SAR 13.97 , SAR 184.00 , SAR 0.046 ,Price based on direct competition - Price viable with 1217.1% profit margin,1,3.0,88.57, SAR 265.71 , SAR 74.60 ,84%, SAR 22.14 , 12.0 , SAR 223.80 , SAR (95.43),-52%,Wrong prediction,Yes,Yes,1/7/2025,3.0, SAR 88.57 , SAR 265.71 , SAR 74.60 ,84%, SAR (95.43),-52%,88.64,-0.0007897111913358234,Well prediction
1/7/2025,White Space,B2B,FP-FMN-01201,S00709,WAYAKIT GreenTech Facilities Management Heavy-duty toilet and urinal cleaner [4 L],"Toilet, shower and tile cleaner",Facilities management,Facilities management,4.0, SAR 23.08 , SAR 65.54 , SAR 0.016 ,Price based on direct competition - Price viable with 184.0% profit margin,1,3.0,247.83, SAR 743.49 , SAR 224.75 ,91%, SAR 61.96 , 12.0 , SAR 674.25 , SAR 182.29 ,278%,Wrong prediction,Yes,Yes,1/7/2025,3.0, SAR 247.83 , SAR 743.49 , SAR 224.75 ,91%, SAR 182.29 ,278%,249.13,-0.0052181591939950344,Well prediction
1/7/2025,White Space,B2B,FP-FMN-02201,S00709,WAYAKIT GreenTech Facilities Management Odor eliminator [4 L],Odor eliminator,Facilities management,Facilities management,4.0, SAR 26.72 , SAR 197.18 , SAR 0.049 ,"Price based on median generic product type - B2B: 0.0493 SAR/ml = 197.18 SAR, B2C: 0.1437 SAR/ml = 574.84 SAR. Price viable with 637.9% profit margin",3,3.0,202.87, SAR 608.61 , SAR 176.15 ,87%, SAR 50.72 , 12.0 , SAR 528.45 , SAR 5.69 ,3%,Well prediction,Yes,Yes,1/7/2025,3.0, SAR 202.87 , SAR 608.61 , SAR 176.15 ,87%, SAR 5.69 ,3%,200.19,0.013387282082022113,Well prediction
1/7/2025,White Space,B2B,FP-FMN-00601,S00709,WAYAKIT GreenTech Facilities Management High performance carpet shampoo [4 L],Carpet shampoo,Facilities management,Facilities management,4.0, SAR 37.63 , SAR 133.68 , SAR 0.033 ,Price based on direct competition - Price viable with 255.2% profit margin,1,4.0,63.13, SAR 252.52 , SAR 25.50 ,40%, SAR 15.78 , 16.0 , SAR 101.99 , SAR (70.55),-53%,Wrong prediction,Yes,Yes,1/7/2025,4.0, SAR 63.13 , SAR 252.52 , SAR 25.50 ,40%, SAR (70.55),-53%,63.14,-0.00015837820715866344,Well prediction
1/7/2025,White Space,B2B,FP-FMN-00201,S00707,WAYAKIT GreenTech Facilities Management Wood furniture cleaner [4 L],Furniture polish,Facilities management,Facilities management,4.0, SAR 54.29 , SAR 138.23 , SAR 0.035 ,Price based on direct competition - Price viable with 154.6% profit margin,1,8.0,51.43, SAR 411.44 , SAR (2.86),-6%, SAR 12.86 , 32.0 , SAR (22.91), SAR (86.80),-63%,Wrong prediction,Yes,Yes,1/7/2025,8.0, SAR 51.43 , SAR 411.44 , SAR (2.86),-6%, SAR (86.80),-63%,50.46,0.01922314704716605,Well prediction
1/7/2025,White Space,B2B,FP-FMN-00601,S00707,WAYAKIT GreenTech Facilities Management High performance carpet shampoo [4 L],Carpet shampoo,Facilities management,Facilities management,4.0, SAR 37.63 , SAR 133.68 , SAR 0.033 ,Price based on direct competition - Price viable with 255.2% profit margin,1,8.0,56.0, SAR 448.00 , SAR 18.37 ,33%, SAR 14.00 , 32.0 , SAR 146.94 , SAR (77.68),-58%,Wrong prediction,Yes,Yes,1/7/2025,8.0, SAR 56.00 , SAR 448.00 , SAR 18.37 ,33%, SAR (77.68),-58%,63.14,-0.11308203991130822,Wrong prediction
1/7/2025,White Space,B2B,FP-FMN-02101,S00707,WAYAKIT GreenTech Facilities Management Air freshener [4 L],Air freshener,Facilities management,Facilities management,4.0, SAR 19.60 , SAR 146.67 , SAR 0.037 ,Price based on direct competition - Price viable with 648.3% profit margin,1,8.0,198.25," SAR 1,586.00 ", SAR 178.65 ,90%, SAR 49.56 , 32.0 ," SAR 1,429.20 ", SAR 51.58 ,35%,Well prediction,Yes,Yes,1/7/2025,8.0, SAR 198.25 ," SAR 1,586.00 ", SAR 178.65 ,90%, SAR 51.58 ,35%,214.95,-0.07769248662479641,Wrong prediction
1/7/2025,White Space,B2B,FP-FMN-00401,S00707,WAYAKIT GreenTech Facilities Management Hard floor polish [4 L],Floor polish,Facilities management,Facilities management,4.0, SAR 54.29 , SAR 328.04 , SAR 0.082 ,"Price based on median generic product type - B2B: 0.0820 SAR/ml = 328.04 SAR, B2C: 0.1152 SAR/ml = 460.72 SAR. Price viable with 504.2% profit margin",3,4.0,88.57, SAR 354.28 , SAR 34.28 ,39%, SAR 22.14 , 16.0 , SAR 137.10 , SAR (239.47),-73%,Wrong prediction,Yes,Yes,1/7/2025,4.0, SAR 88.57 , SAR 354.28 , SAR 34.28 ,39%, SAR (239.47),-73%,100.01,-0.11438856114388572,Wrong prediction
1/7/2025,White Space,B2B,FP-FMN-01701,S00707,WAYAKIT GreenTech Facilities Management Degreaser for food service areas [4 L],Degreaser,Facilities management,Facilities management,4.0, SAR 13.97 , SAR 184.00 , SAR 0.046 ,Price based on direct competition - Price viable with 1217.1% profit margin,1,4.0,88.57, SAR 354.28 , SAR 74.60 ,84%, SAR 22.14 , 16.0 , SAR 298.40 , SAR (95.43),-52%,Wrong prediction,Yes,Yes,1/7/2025,4.0, SAR 88.57 , SAR 354.28 , SAR 74.60 ,84%, SAR (95.43),-52%,88.64,-0.0007897111913358234,Well prediction
1/7/2025,White Space,B2B,FP-FMN-01201,S00707,WAYAKIT GreenTech Facilities Management Heavy-duty toilet and urinal cleaner [4 L],"Toilet, shower and tile cleaner",Facilities management,Facilities management,4.0, SAR 23.08 , SAR 65.54 , SAR 0.016 ,Price based on direct competition - Price viable with 184.0% profit margin,1,8.0,247.83," SAR 1,982.64 ", SAR 224.75 ,91%, SAR 61.96 , 32.0 ," SAR 1,798.00 ", SAR 182.29 ,278%,Wrong prediction,Yes,Yes,1/7/2025,8.0, SAR 247.83 ," SAR 1,982.64 ", SAR 224.75 ,91%, SAR 182.29 ,278%,249.13,-0.0052181591939950344,Well prediction
1/7/2025,White Space,B2B,FP-FMN-02201,S00707,WAYAKIT GreenTech Facilities Management Odor eliminator [4 L],Odor eliminator,Facilities management,Facilities management,4.0, SAR 26.72 , SAR 197.18 , SAR 0.049 ,"Price based on median generic product type - B2B: 0.0493 SAR/ml = 197.18 SAR, B2C: 0.1437 SAR/ml = 574.84 SAR. Price viable with 637.9% profit margin",3,8.0,202.87," SAR 1,622.96 ", SAR 176.15 ,87%, SAR 50.72 , 32.0 ," SAR 1,409.20 ", SAR 5.69 ,3%,Well prediction,Yes,Yes,1/7/2025,8.0, SAR 202.87 ," SAR 1,622.96 ", SAR 176.15 ,87%, SAR 5.69 ,3%,200.19,0.013387282082022113,Well prediction
1/7/2025,White Space,B2B,FP-FMN-00601,S00707,WAYAKIT GreenTech Facilities Management High performance carpet shampoo [4 L],Carpet shampoo,Facilities management,Facilities management,4.0, SAR 37.63 , SAR 133.68 , SAR 0.033 ,Price based on direct competition - Price viable with 255.2% profit margin,1,6.0,63.13, SAR 378.78 , SAR 25.50 ,40%, SAR 15.78 , 24.0 , SAR 152.99 , SAR (70.55),-53%,Wrong prediction,Yes,Yes,1/7/2025,6.0, SAR 63.13 , SAR 378.78 , SAR 25.50 ,40%, SAR (70.55),-53%,63.14,-0.00015837820715866344,Well prediction
1/7/2025,White Space,B2B,FP-FMN-01001,S00707,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,8.0,43.47, SAR 347.76 , SAR 28.31 ,65%, SAR 10.87 , 32.0 , SAR 226.48 , SAR (11.73),-21%,Wrong prediction,Yes,Yes,1/7/2025,8.0, SAR 43.47 , SAR 347.76 , SAR 28.31 ,65%, SAR (11.73),-21%,57.42,-0.2429467084639499,Wrong prediction
1/6/2025,White Space,B2B,FP-FMN-01601,S00698,WAYAKIT GreenTech Facilities Management Streak-free glass cleaner for large window areas [4 L],Glass cleaner,Facilities management,Facilities management,4.0, SAR 16.68 , SAR 68.80 , SAR 0.017 ,Price based on direct competition - Price viable with 312.5% profit margin,1,10.0,56.0, SAR 560.00 , SAR 39.32 ,70%, SAR 14.00 , 40.0 , SAR 393.20 , SAR (12.80),-19%,Wrong prediction,Yes,Yes,1/6/2025,10.0, SAR 56.00 , SAR 560.00 , SAR 39.32 ,70%, SAR (12.80),-19%,55.65,0.006289308176100654,Well prediction
1/6/2025,White Space,B2B,FP-FAI-01001,S00698,WAYAKIT GreenTech Faith broad-spectrum cleaner and disinfectant for surfaces [4 L],Disinfectant and cleaner,Faith,Facilities management,4.0, SAR 15.16 , SAR 92.51 , SAR 0.023 ,"Price based on median generic product type - B2B: 0.0231 SAR/ml = 92.51 SAR, B2C: 0.0624 SAR/ml = 249.60 SAR. Price viable with 510.2% profit margin",3,22.0,43.47, SAR 956.34 , SAR 28.31 ,65%, SAR 10.87 , 88.0 , SAR 622.82 , SAR (49.04),-53%,Wrong prediction,Yes,Yes,1/6/2025,22.0, SAR 43.47 , SAR 956.34 , SAR 28.31 ,65%, SAR (49.04),-53%,37.79,0.15030431331039956,Well prediction
1/6/2025,White Space,B2B,FP-FMN-02101,S00698,WAYAKIT GreenTech Facilities Management Air freshener [4 L],Air freshener,Facilities management,Facilities management,4.0, SAR 19.60 , SAR 146.67 , SAR 0.037 ,Price based on direct competition - Price viable with 648.3% profit margin,1,15.0,198.25," SAR 2,973.75 ", SAR 178.65 ,90%, SAR 49.56 , 60.0 ," SAR 2,679.75 ", SAR 51.58 ,35%,Well prediction,Yes,Yes,1/6/2025,15.0, SAR 198.25 ," SAR 2,973.75 ", SAR 178.65 ,90%, SAR 51.58 ,35%,214.95,-0.07769248662479641,Wrong prediction
1/6/2025,White Space,B2B,FP-FMN-00401,S00698,WAYAKIT GreenTech Facilities Management Hard floor polish [4 L],Floor polish,Facilities management,Facilities management,4.0, SAR 54.29 , SAR 328.04 , SAR 0.082 ,"Price based on median generic product type - B2B: 0.0820 SAR/ml = 328.04 SAR, B2C: 0.1152 SAR/ml = 460.72 SAR. Price viable with 504.2% profit margin",3,20.0,88.57," SAR 1,771.40 ", SAR 34.28 ,39%, SAR 22.14 , 80.0 , SAR 685.52 , SAR (239.47),-73%,Wrong prediction,Yes,Yes,1/6/2025,20.0, SAR 88.57 ," SAR 1,771.40 ", SAR 34.28 ,39%, SAR (239.47),-73%,100.01,-0.11438856114388572,Wrong prediction
1/6/2025,White Space,B2B,FP-FMN-01701,S00698,WAYAKIT GreenTech Facilities Management Degreaser for food service areas [4 L],Degreaser,Facilities management,Facilities management,4.0, SAR 13.97 , SAR 184.00 , SAR 0.046 ,Price based on direct competition - Price viable with 1217.1% profit margin,1,10.0,88.57, SAR 885.70 , SAR 74.60 ,84%, SAR 22.14 , 40.0 , SAR 746.00 , SAR (95.43),-52%,Wrong prediction,Yes,Yes,1/6/2025,10.0, SAR 88.57 , SAR 885.70 , SAR 74.60 ,84%, SAR (95.43),-52%,88.64,-0.0007897111913358234,Well prediction
1/6/2025,White Space,B2B,FP-FMN-01201,S00698,WAYAKIT GreenTech Facilities Management Heavy-duty toilet and urinal cleaner [4 L],"Toilet, shower and tile cleaner",Facilities management,Facilities management,4.0, SAR 23.08 , SAR 65.54 , SAR 0.016 ,Price based on direct competition - Price viable with 184.0% profit margin,1,25.0,247.83," SAR 6,195.75 ", SAR 224.75 ,91%, SAR 61.96 , 100.0 ," SAR 5,618.75 ", SAR 182.29 ,278%,Wrong prediction,Yes,Yes,1/6/2025,25.0, SAR 247.83 ," SAR 6,195.75 ", SAR 224.75 ,91%, SAR 182.29 ,278%,249.13,-0.0052181591939950344,Well prediction
1/6/2025,White Space,B2B,FP-FMN-02201,S00698,WAYAKIT GreenTech Facilities Management Odor eliminator [4 L],Odor eliminator,Facilities management,Facilities management,4.0, SAR 26.72 , SAR 197.18 , SAR 0.049 ,"Price based on median generic product type - B2B: 0.0493 SAR/ml = 197.18 SAR, B2C: 0.1437 SAR/ml = 574.84 SAR. Price viable with 637.9% profit margin",3,25.0,202.87," SAR 5,071.75 ", SAR 176.15 ,87%, SAR 50.72 , 100.0 ," SAR 4,403.75 ", SAR 5.69 ,3%,Well prediction,Yes,Yes,1/6/2025,25.0, SAR 202.87 ," SAR 5,071.75 ", SAR 176.15 ,87%, SAR 5.69 ,3%,200.19,0.013387282082022113,Well prediction
1/6/2025,White Space,B2B,FP-FMN-00601,S00698,WAYAKIT GreenTech Facilities Management High performance carpet shampoo [4 L],Carpet shampoo,Facilities management,Facilities management,4.0, SAR 37.63 , SAR 133.68 , SAR 0.033 ,Price based on direct competition - Price viable with 255.2% profit margin,1,30.0,63.13," SAR 1,893.90 ", SAR 25.50 ,40%, SAR 15.78 , 120.0 , SAR 764.94 , SAR (70.55),-53%,Wrong prediction,Yes,Yes,1/6/2025,30.0, SAR 63.13 ," SAR 1,893.90 ", SAR 25.50 ,40%, SAR (70.55),-53%,63.14,-0.00015837820715866344,Well prediction
10/16/2024,White Space,B2B,FP-FMN-00201,S00522,WAYAKIT GreenTech Facilities Management Wood furniture cleaner [4 L],Furniture polish,Facilities management,Facilities management,4.0, SAR 54.29 , SAR 138.23 , SAR 0.035 ,Price based on direct competition - Price viable with 154.6% profit margin,1,40.0,51.43," SAR 2,057.20 ", SAR (2.86),-6%, SAR 12.86 , 160.0 , SAR (114.56), SAR (86.80),-63%,Wrong prediction,Yes,Yes,10/16/2024,40.0, SAR 51.43 ," SAR 2,057.20 ", SAR (2.86),-6%, SAR (86.80),-63%,50.46,0.01922314704716605,Well prediction
10/16/2024,White Space,B2B,FP-FMN-01601,S00522,WAYAKIT GreenTech Facilities Management Streak-free glass cleaner for large window areas [4 L],Glass cleaner,Facilities management,Facilities management,4.0, SAR 16.68 , SAR 68.80 , SAR 0.017 ,Price based on direct competition - Price viable with 312.5% profit margin,1,40.0,56.0," SAR 2,240.00 ", SAR 39.32 ,70%, SAR 14.00 , 160.0 ," SAR 1,572.80 ", SAR (12.80),-19%,Wrong prediction,Yes,Yes,10/16/2024,40.0, SAR 56.00 ," SAR 2,240.00 ", SAR 39.32 ,70%, SAR (12.80),-19%,55.65,0.006289308176100654,Well prediction
10/16/2024,White Space,B2B,FP-FMN-01001,S00522,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,40.0,43.47," SAR 1,738.80 ", SAR 28.31 ,65%, SAR 10.87 , 160.0 ," SAR 1,132.40 ", SAR (11.73),-21%,Wrong prediction,Yes,Yes,10/16/2024,40.0, SAR 43.47 ," SAR 1,738.80 ", SAR 28.31 ,65%, SAR (11.73),-21%,57.42,-0.2429467084639499,Wrong prediction
10/16/2024,White Space,B2B,FP-FMN-02101,S00522,WAYAKIT GreenTech Facilities Management Air freshener [4 L],Air freshener,Facilities management,Facilities management,4.0, SAR 19.60 , SAR 146.67 , SAR 0.037 ,Price based on direct competition - Price viable with 648.3% profit margin,1,50.0,198.25," SAR 9,912.50 ", SAR 178.65 ,90%, SAR 49.56 , 200.0 ," SAR 8,932.50 ", SAR 51.58 ,35%,Well prediction,Yes,Yes,10/16/2024,50.0, SAR 198.25 ," SAR 9,912.50 ", SAR 178.65 ,90%, SAR 51.58 ,35%,214.95,-0.07769248662479641,Wrong prediction
10/16/2024,White Space,B2B,FP-FMN-00401,S00522,WAYAKIT GreenTech Facilities Management Hard floor polish [4 L],Floor polish,Facilities management,Facilities management,4.0, SAR 54.29 , SAR 328.04 , SAR 0.082 ,"Price based on median generic product type - B2B: 0.0820 SAR/ml = 328.04 SAR, B2C: 0.1152 SAR/ml = 460.72 SAR. Price viable with 504.2% profit margin",3,25.0,88.57," SAR 2,214.25 ", SAR 34.28 ,39%, SAR 22.14 , 100.0 , SAR 856.90 , SAR (239.47),-73%,Wrong prediction,Yes,Yes,10/16/2024,25.0, SAR 88.57 ," SAR 2,214.25 ", SAR 34.28 ,39%, SAR (239.47),-73%,100.01,-0.11438856114388572,Wrong prediction
10/16/2024,White Space,B2B,FP-FMN-01701,S00522,WAYAKIT GreenTech Facilities Management Degreaser for food service areas [4 L],Degreaser,Facilities management,Facilities management,4.0, SAR 13.97 , SAR 184.00 , SAR 0.046 ,Price based on direct competition - Price viable with 1217.1% profit margin,1,15.0,88.57," SAR 1,328.55 ", SAR 74.60 ,84%, SAR 22.14 , 60.0 ," SAR 1,119.00 ", SAR (95.43),-52%,Wrong prediction,Yes,Yes,10/16/2024,15.0, SAR 88.57 ," SAR 1,328.55 ", SAR 74.60 ,84%, SAR (95.43),-52%,88.64,-0.0007897111913358234,Well prediction
10/16/2024,White Space,B2B,FP-FMN-01201,S00522,WAYAKIT GreenTech Facilities Management Heavy-duty toilet and urinal cleaner [4 L],"Toilet, shower and tile cleaner",Facilities management,Facilities management,4.0, SAR 23.08 , SAR 65.54 , SAR 0.016 ,Price based on direct competition - Price viable with 184.0% profit margin,1,35.0,247.83," SAR 8,674.05 ", SAR 224.75 ,91%, SAR 61.96 , 140.0 ," SAR 7,866.25 ", SAR 182.29 ,278%,Wrong prediction,Yes,Yes,10/16/2024,35.0, SAR 247.83 ," SAR 8,674.05 ", SAR 224.75 ,91%, SAR 182.29 ,278%,249.13,-0.0052181591939950344,Well prediction
